,Unnamed: 0,key_phrases,review_polarity
39,39,"['British Airways', 'I', 'economy', 'them', 'Flight attendants', 'Excellent special meal', 'low sodium', 'Comfortable space', 'economy', 'my better flights']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9613}"
44,44,"['I', 'BA', 'a while', 'I', 'I', 'BA', 'cancellations', 'delays', 'the time', 'flight', 'Food portions', 'small and cabin crew', 'it', 'requests', 'The screens', 'the A380s', 'they', 'scratches', 'same size', 'A321s', 'longer flights', 'the entertainment system', 'no welcome package', 'pillow', 'small blanket', 'I', 'BA', 'you', 'the US', 'the UK', 'I', 'other airlines', 'you', 'UK', 'BA', 'your choices']","{'neg': 0.039, 'neu': 0.88, 'pos': 0.081, 'compound': 0.5957}"
45,45,"['I', 'Istanbul', 'London', 'Business class', 'more than half', 'the flight', 'a child', 'an iPad', 'no phones', 'it', 'three rows', 'front', 'me', 'my flight', 'I', 'it', 'my headphones', 'Staff', 'this', 'the mom', 'it', 'this', 'a flight', 'business class', 'this airline', 'a zoo', 'staff', 'no training', 'customer service', 'a child', 'other passengers', 'I', 'the staff', 'she', 'me', 'BA customer service', 'a disgrace', 'I', 'the food', 'it']","{'neg': 0.133, 'neu': 0.828, 'pos': 0.039, 'compound': -0.9248}"
47,47,"['  The flight', 'a late inbound plane', 'The plane', 'half', 'the economy class passengers', 'their larger cabin baggage', 'the gate', 'a complete mockery', 'the hand luggage allowance', 'Lots', 'passengers', 'board', 'connections', 'the delays', 'some', 'them', 'their next gates', 'the time', 'we', 'Heathrow', 'Onboard service', 'minimal\xa0 - BA', 'a full-service airline', 'hold', 'customers services', 'changes', 'bookings', 'problems', 'The airline', 'it', 'its customers', 'it']","{'neg': 0.096, 'neu': 0.878, 'pos': 0.026, 'compound': -0.7717}"
48,48,"['  I', 'British Airways', 'We', 'London', 'Oct', 'our next flight', 'We', 'line', '1200 other people', 'it', 'they', 'everyone', 'the airport', 'them', 'They', 'us', 'online', 'vouchers', 'hotel', 'we', 'our tour', 'Istanbul', 'Plane', 'No explanations', 'next flight', 'them', 'this same problem', 'April 2022 flight']","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.8955}"
49,49,"[' \xa0Our BA flight', 'Porto', 'London Heathrow T5', 'Finnair', 'a Finnair plane', 'crew', 'This', 'BA', 'the option', 'flights', 'we', 'the business class cabin', 'a similar layout', 'BA Club Europe', 'the middle seat', 'my wife', 'I', 'the seats', 'the legroom', 'Service', 'board', 'the meal', 'we', 'the beef cheeks', 'All', 'we', 'Heathrow', 'we', 'passport control', 'delay', 'we', 'the designated baggage reclaim', 'we', 'an hour and ten minutes', 'I', 'the BA baggage counter', 'what', 'They', 'an issue', 'they', 'the next hour', 'so various other passengers', 'information', 'various announcements', 'a list', 'different excuses', 'it', 'the bags', 'I', 'BA', '4 weeks', 'no explanation', 'just the automated message', 'customer services', 'we', 'exceptionally high volumes', 'This response']","{'neg': 0.052, 'neu': 0.891, 'pos': 0.057, 'compound': -0.6294}"
50,50,"['The customer services', 'call centres', 'They', 'anybody', 'who', 'no power', 'anything', 'the calls', 'resolution', 'the flights', 'my original ones', 'you', 'nobody', 'The onboard services', 'short haul', 'it', '“semi-low cost', 'which', 'you', 'what', 'we', 'a bottle', 'water', 'a (very) small snack', 'anything', 'some other flights', 'you', 'any additional food', 'It', 'which', 'it', 'Cabin baggage', 'theory', 'competitors', 'economy', 'they', 'more than half the passengers', 'this flight', 'the cabin baggage', 'the gate', 'lack', 'space', 'the overhead cabins', 'long boarding delays', 'Their whole offering', 'The USB power supply', 'the flight', 'the announcement', 'the power', 'the seatbelt sight', 'it', 'the sockets', 'the first place', 'Not my first choice airline', 'this route', 'my Avios points', 'I', 'them', 'I', 'it', 'a 4 star airline']","{'neg': 0.081, 'neu': 0.865, 'pos': 0.055, 'compound': -0.7932}"
51,51,"['  I', 'a frequent flyer', 'BA', 'the last 15 years', 'the ratings', 'I', 'BA', 'three stars', 'most aspects', 'its service', 'a nutshell', 'BA', 'profit margins', 'passenger appreciation', 'This fact', 'my return leg', 'which', 'Club Europe', 'BA', 'profit', 'passenger safety', 'its ""Business Class', 'seating', 'emergency exit rows', 'those', 'exit rows', 'the physical capacity', 'the door incase', 'an emergency', 'I', 'an elderly and slightly built woman', 'the responsibility', 'the overwing exit', 'the need', 'Short-haul business', 'Club Europe', 'a joke', 'valuable tier points', 'lounge/pre-boarding benefits', 'cabin crew service', 'the lack', 'space', 'reduction', 'refreshment choices', 'them', ""'air'miles"", 'competing airlines', 'Qatar', 'Turkish', 'Emirates', 'who', 'the true definition', 'customer appreciation', 'hospitality', 'BA', 'the value', 'their Executive Club', 'the impression', 'recent changes', 'avios points', 'the booking process', 'benefit passengers', 'I', 'BA', 'them', 'the point', 'they', 'penny pinching', 'the name', '""Budget Airways', 'The attached photos', 'my most recent itinerary highlight', 'the difference', 'customer care/appreciation', 'British Airways', 'another airline', 'this trip', 'Both flights', 'around 4 hours', 'duration', 'the same day', 'Guess', 'which one', 'flight']","{'neg': 0.05, 'neu': 0.784, 'pos': 0.166, 'compound': 0.9882}"
53,53,"['They', 'me', 'business', 'premium economy', 'They', 'three months', 'me', 'me', '200 pounds', '400 AUD', 'The difference', 'business class', 'premium economy', 'which', 'I', '$3000 AUD', 'the difference', 'economy', 'business', '$6500 AUD', 'They', 'me', 'at least 1500 pounds', 'very fair 3250 pounds', 'The downgrade', 'I', 'a recent cancer operation', 'a back injury', 'which', 'I', 'them', 'I', 'The wait', 'them', 'me', 'The insult', 'their offer', 'the slap', 'the face', 'my degradation', 'The people', 'I', 'the airport', 'earth', ', honest hard working people', 'The actual staff', 'the plane', 'The systems', 'which', 'some sort', 'medieval torture']","{'neg': 0.15, 'neu': 0.767, 'pos': 0.083, 'compound': -0.9273}"
54,54,"['  The already delayed aircraft', 'the small BA logo', 'the rear', 'the fuselage', 'no indication', 'whom', 'the carrier', 'Boarding', 'a farce', 'passenger groups', 'one queue', 'order', 'we', 'the wrong place', 'our boarding', 'The interior cabin', 'a BA cabin', 'the tight legroom', 'uncomfortable seating', 'which', 'a budget airline', 'The crew', 'an unknown charter company', 'Service', 'choices', 'food', 'they', 'row', 'I', 'a cup', 'tea', 'which', 'goodness', 'my airport', 'water', 'the tiny offering', 'pretzels', 'The over officious senior flight attendant', 'who', 'Club Europe', 'economy', 'the armrests', 'mid flight', 'an already uncomfortable journey', 'Cattle class', 'that', 'I', 'an understatement']","{'neg': 0.107, 'neu': 0.844, 'pos': 0.048, 'compound': -0.8614}"
55,55,"['the Gatwick cancellation fiasco', 'some point', 'what', 'smooth check', 'part', 'group travel', 'security', 'the flight', 'we', 'entry', 'security', 'departures', 'a result', 'It', 'this point', 'we', 'BA Gatwick', 'BA', 'who', 'very little assistance', ""the 'real BA"", 'information', 'our baggage', 'a clue', 'we', 'it', 'It', 'thanks', 'a supervisor', 'Business Class check', 'who', 'our assistance', 'help', 'our predicament- baggage retrieval', 'information', 'what', 'our revised BA flight', 'LHR', 'a rating', 'cabin service', 'we', 'the aircraft']","{'neg': 0.035, 'neu': 0.874, 'pos': 0.09, 'compound': 0.8674}"
56,56,"[' \xa0BA', 'a real problem', 'boarding', 'it', 'flights', 'Those', 'who', 'the luggage bins', '2 bags', 'which', 'seat', 'Cabin staff', 'their own rules', 'Subsequent passengers', 'the aisle', 'space', 'Boarding', 'this flight', 'an hour', 'a result', 'this nonsense', 'The incoming flight', 'our 90 minute flight']","{'neg': 0.069, 'neu': 0.907, 'pos': 0.024, 'compound': -0.5844}"
57,57,"['Our connecting flight', 'London', 'Glasgow', 'we', 'the airport', 'a new flight', 'we', 'our luggage', 'Glasgow', 'we', 'our luggage', 'My wife’s luggage contents', 'air']","{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.4588}"
58,58,"['  The worst airline', 'I', 'the very back row', 'the toilets', 'galley', 'No chance', 'any sleep', 'question', 'possible seat movement', 'cabin crew', 'kart', 'aisle', 'one apology', 'the luggage compartment']","{'neg': 0.142, 'neu': 0.787, 'pos': 0.071, 'compound': -0.5924}"
59,59,"['  Excellent service levels', 'proactive crew', 'superb food', 'beverages', 'I', 'all aspects', 'the service', 'BA business class', 'even the new BA Club Suites', 'First Class', 'the dedicated crew', 'the premium cabin', 'their work', 'the food', 'beverage', 'a considerable step', 'business class', 'The seat', 'double doors', 'British Airways', 'a solid First Class service', 'Concorde Lounge', 'boarding', 'which', 'group number', 'a change', 'the very warm and genuine welcome', 'boarding', 'A consistent, solid, comfortable service', 'start', 'finish', 'the price', 'I', 'First Class', 'British Airways']","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9939}"
62,62,"[' BA standards', 'I', 'them', 'This time, a 45 min late departure', 'which', 'the norm', 'BA', 'no information', 'the rude and clueless boarding gate staff', 'The Club lounge', 'overcrowded, dirty and grubby and cleaning staff', 'How many more cutbacks', 'BA', 'they', 'truly low cost', 'a 35 year veteran user', 'BA', 'people', 'Alex Cruz', 'costs', 'the past 3 years', 'them', 'their latest CEO', 'the occasional article', 'BA', 'things', 'I', 'anything', 'few British staff', 'the cabin crew', 'a name change', 'the flag carrier status', 'a proper low-cost', 'the staff service', 'year', 'Onboard', 'the catering', 'Do&Co', 'such rubbish meals', 'I', 'their Turkish Airlines equivalent', 'August', 'that', 'superb - guessing BA', 'their budget', 'Onboard WiFi service', 'a joke']","{'neg': 0.11, 'neu': 0.82, 'pos': 0.07, 'compound': -0.6428}"
64,64,"[' Not a reliable airline', 'You', 'the timing', 'I', 'a 6.45am flight', 'boarding', 'time', 'we', 'the plane', '(1.5 hours', 'the expected departure', 'They', 'the engine', 'I', 'a business meeting', 'Geneva', 'they', 'a not working plane', 'the gate', 'The funny thing', 'I', 'another business trip', 'spring', 'BA', 'Amsterdam', 'I', 'the Airport', 'I', 'I', 'a seat', 'I', 'the next flight', 'several hours', 'which', 'me', 'the business meeting', 'A lot', 'stress', 'the end', 'the second plane', 'we', 'the cabin', '1.5 hours', 'I', 'the meeting', 'I', 'it', 'a dramatic unlucky case', 'I', 'it', 'BA', 'time']","{'neg': 0.066, 'neu': 0.898, 'pos': 0.036, 'compound': -0.6281}"
65,65,"['I', 'comfort', 'the last ten or so reviews', 'I', 'the only traveller', 'words', 'absolutely abysmal British Airways', 'The only reason', 'we', 'this awful airline', 'points', 'We', 'Club Europe', 'London', 'Athens', 'row', 'they', 'food options', 'only choice', 'lentil pie', 'green curry', 'Athens', 'London Club Europe', 'the airport', 'they', 'the flight', 'we', 'economy', 'This airline', 'time', 'time', 'It', 'a national disgrace', 'I', 'everyone', 'an alternative']","{'neg': 0.083, 'neu': 0.88, 'pos': 0.037, 'compound': -0.7424}"
66,66,"[' The worst journey', 'my life', 'The connection time', 'LHR', 'only 1 hour', 'the flight', 'MXP', 'delay', 'I', 'terminal', 'train', 'a heart attack', 'that', 'the plane', 'another 40 minutes', 'that', 'arrival', 'SJC', 'my baggage', 'I', 'the form', 'the employee', 'I', 'any receipt', 'I', 'any reference number', 'BA phone number', 'SJC', 'I', 'twice the toll free number', 'they', 'the delivery address', 'I', 'myself', 'a shitty website', 'They', 'the baggage', 'I', 'compensation', 'I', 'clothes', 'other stuff', 'I', 'a receipt', 'I', 'an upgrade', 'the flight', 'MXP', 'nothing', 'they', 'me', 'BA lounge', 'SJC', 'Bad customer service', 'The only positive side', 'price', 'this', 'this treatment', 'I', 'I', 'BA']","{'neg': 0.122, 'neu': 0.812, 'pos': 0.066, 'compound': -0.9299}"
67,67,"['The airplanes', 'the lounges', 'Dallas', 'Heathrow', 'multiple first class seating', 'electronics', 'The first class seating', 'Heathrow', 'Dubrovnik', 'nothing', 'a tray', 'the middle seat', 'a standard coach ticket']","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.8899}"
68,68,"['the worst experiences', 'the worst airline', 'The flight', 'earlier technical issues', 'The time', 'zero information', 'the odds', 'business class', 'we', 'the BA lounge', 'the flight', 'it', 'explanation', 'everyone', 'a gate', 'another hour', 'they', 'us', 'the UK', 'passport control', 'the airport', 'no sign', 'our bags', 'any help', 'BA', 'A passing Gatwick engineer', 'us', 'the bags', 'BA', 'their hands', 'us', 'contravention', 'CAA rules', 'us accommodation', 'a bus stop', 'people', 'young children', 'who', 'BA', 'the replacement flight', 'an admin mistake', 'no catering', 'liquids', 'a 2 1/2 hr flight', 'the service', 'I', 'any airline', 'I', 'them']","{'neg': 0.158, 'neu': 0.831, 'pos': 0.012, 'compound': -0.983}"
69,69,"['our flight', 'us', 'a flight', 'Japan Airlines', 'We', 'extra legroom seats', 'I', 'they', 'me', 'a middle seat', 'the middle', 'the plane', 'it', 'a different airline', 'BA', 'neither BA', 'the other airline', 'my seat', 'the phone', 'seats', '4 hours', 'queues', 'hold', 'their solution', 'me', 'the airport', 'I', 'the seats', 'people', 'who', 'that airline', 'I', 'a £10 meal voucher', 'compensation', 'this enormous downgrade', 'a 14 hour flight', 'I', 'BA', 'I', 'better airlines', 'this disgrace', 'an airline']","{'neg': 0.041, 'neu': 0.89, 'pos': 0.069, 'compound': 0.6833}"
70,70,"['I', 'a flight', 'Miami', 'Florida', 'Dublin', 'Ireland', ""London's Heathrow airport"", 'The outbound flight', 'Miami', 'we', 'our gate', 'we', 'Heathrow', 'The total delay', 'roughly an hour', 'it', 'our connection', 'we', '73 minutes', 'original arrival time', 'the departure time', 'Dublin', 'we', 'our connection flight', 'we', 'security personnel', 'a checkpoint', 'us', 'the gate', 'our connection flight', 'This', 'departure time', 'They', 'us', 'customer service', 'the busy weekend', 'travel', 'we', 'a flight', 'a different airport', 'our cost', 'We', '3 hours', 'our luggage', 'a cab', ""London's City Airport"", 'The cab fare', 'I', 'a claim', 'British Airways', 'they', 'the claim', 'me', 'we', 'plenty', 'time', 'our connecting flight', 'they', 'my claim', 'the cab fare', 'This', 'I', 'it', 'British Airways employees', 'who', 'us', 'the flight', 'the 20 minute timeframe', 'the connecting flight', 'The person', 'who', 'us', 'us', 'it', 'policy', 'that', 'they', 'the gate', 'departure', 'I', 'this awful airline', 'the other feedback', 'this site', 'it', 'that', 'the overwhelming sentiment']","{'neg': 0.066, 'neu': 0.907, 'pos': 0.027, 'compound': -0.8689}"
71,71,"['We', 'our day', 'BA', 'Prague', 'The flight', 'time', 'I', 'that', 'We', 'business class seats', 'you', 'the picture', 'they', 'business class', 'All', 'they', 'the middle seat', 'the first few rows', 'it', 'business class', 'Horrible flight', 'addition', 'I', 'a really rude rude check', 'clerk', 'me', 'I', 'myself', 'she', 'a little bit', 'priority', 'the many business class passengers', 'who', 'we', 'Heathrow', 'the real fun', 'We', 'a 4 hour delay', 'They', 'us', 'about 5 different excuses', 'the delay', 'I', 'a few employees', 'I', 'them', 'questions', 'They', 'one point', 'no employees', 'the announcements', 'it', 'virtually every BA flight', 'no weather issues', 'no place', 'items', 'business class', 'I', 'Not even a cup holder', 'my bottle', 'water', 'The seat controls', 'You', 'the buttons', 'them', 'anything', 'The power outlet', 'no internet', 'the entire flight', 'The overhead luggage bin', 'I', 'a hernia', 'it', 'This', 'a horrible airline', 'I', 'them', 'I', 'zero stars', 'I']","{'neg': 0.13, 'neu': 0.84, 'pos': 0.03, 'compound': -0.9755}"
72,72,"[' I', 'I', 'they', 'the route', 'no other option', 'they', 'the customer', 'The flights', 'it', 'someone else’s fault', 'it', 'weather delays', 'incoming aircraft', 'flight traffic control issues', 'I', 'it', 'all', 'the life', 'me', 'they', 'I', 'the world', 'all', 'the world’s airlines', 'British Airways', 'It', 'such a shame', 'what', 'a good company', 'a cliff', 'My advice', 'you', 'an option', 'anyone', 'the option', 'you', 'different connections', 'you', 'a tight schedule', 'BA', 'you', 'your destination', 'time']","{'neg': 0.151, 'neu': 0.802, 'pos': 0.047, 'compound': -0.958}"
76,76,"['security clearance', 'LHR T5', 'My wife', 'I', 'the Galleries North lounge', '6-00am', 'it', 'a seat', 'Good buffet breakfast options', 'Flight', 'time', 'flight', 'time', 'I', '4 A', 'the Club Europe seats', 'the A320', 'I', '6ft', 'Cabin Crew service', 'I', 'the full English breakfast', 'it', 'a lot', 'water', 'the bottom', 'the bowl', 'Flight', 'time', 'Overall an OK flight', 'Club Europe']","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.859}"
78,78,"['Worst BA experience', 'I', 'Italy', '7 September', 'I', 'OR Tambo International airport', 'my bags', 'I', 'I', 'my boarding', 'the counter', 'I', 'I', 'the flight', 'my connecting flight', 'No information', 'this beforehand', 'The team', 'the check-in counter', 'me', 'another flight', 'no flights', 'They', 'me', 'another flight', 'Lufthansa', 'Italy', 'Frankfurt', 'I', 'the first part', 'my trip', 'I', 'the flights', 'I', 'the BA staff', 'my flights', 'everything', 'order', 'which', 'they', 'me', 'I', 'South Africa', '18 September', 'my booking information', 'I', 'my BA account', 'my first flight', 'Milan', 'London', 'my booking', 'London', 'Johannesburg', 'the entire morning', 'the customer helpline', 'two different operators', 'both instances', 'I', 'my booking reference number', 'my call', 'it', 'I', 'the airport', 'Monday', 'a flight']","{'neg': 0.052, 'neu': 0.909, 'pos': 0.039, 'compound': -0.3506}"
79,79,"[' My daughter', 'I', 'our business class flight', 'Madrid', 'Heathrow', 'March', 'the first leg', 'our return flight', 'Victoria', 'Canada', 'No reason', 'the denied boarding', 'the check', 'staff', 'the British Airways counter', 'Madrid', 'who', 'they', 'only agents', 'us', 'British Airways', 'We', 'the flight', 'valid passports', 'we', 'British Airways', 'phone', 'we', 'Expedia', 'which', 'the flights', 'Expedia', 'we', 'the flight', 'no explanation', 'Expedia', 'a long process', 'alternative flights', 'the next 24 hours', 'we', 'numerous calls', 'both Expedia', 'British Airways', 'the next available flights', 'April', 'This', 'it', 'we', 'these', 'Business Class tickets', 'Part', 'the problem', 'rules', 'any changes', 'any segment', 'the flight', 'This nine day delay', 'a major problem', 'us', 'I', 'work', 'my daughter', 'missing school', 'we', 'no compensation', 'British Airways', 'no penalty fee', 'not any reimbursement', 'our expenses', 'the nine extra days', 'our return', 'I', 'the British Airways online complaint process', 'all', 'documents', 'I', 'an email reply', 'a case reference number', 'And then nothing', 'I', 'numerous follow up emails', 'no replies', 'It', 'I', 'British Airways', 'This', 'I', 'my thousands', 'flights', 'many decades', 'I', 'a very patient person', 'this', 'the first time', 'I', 'this type', 'forum', 'I', 'the public', 'extremely poor customer service', 'British Airways']","{'neg': 0.142, 'neu': 0.812, 'pos': 0.046, 'compound': -0.9877}"
80,80,"['all', 'LHR', 'groups', 'board', 'those passengers', 'who', 'a bag', 'the gate', 'anyone', 'the service', 'board', 'Superb crew', 'passengers', 'their job', 'BA', 'the old days', 'Food choice', 'quality', 'no beef cheeks', 'even the Club kitchen', 'Old style Club seating']","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.9523}"
83,83,"[' 4/4 flights', 'we', 'this holiday', 'No wifi', '4 flights', 'Food']","{'neg': 0.198, 'neu': 0.702, 'pos': 0.1, 'compound': -0.2698}"
84,84,"[' British Airways', 'a total lack', 'respect', 'its customers', 'I', 'Frankfurt Main', 'London City Airport', 'hours', 'the scheduled departure', 'the flight', 'BA', 'explanation', 'I', 'the airport', 'The worst thing', 'the utter callousness', 'that', 'staff', 'customers', 'The ground staff’s attitude', 'they', 'third party agents', 'BA employees', 'they', 'their hands', 'us', 'all', 'us', 'we', 'BA', 'phone', 'we', 'help', 'They', 'us', 'a phone number', 'us', 'it', 'ba.com', 'BA', 'its passengers', 'They', 'us', 'the BA departure', 'Heathrow', 'no further BA flight', 'Frankfurt', 'London', 'other airlines', 'the route-', 'BA', 'us', 'them', 'The reason', 'both cancellations', 'technical reasons', 'No assistance', 'information', 'our rights', 'cancellation', 'any information', 'help', 'food/ accommodation help', 'Their attitude', 'the cancellation', 'nothing', 'them', 'it', 'our problem', 'I', 'an email', 'me', 'I', 'an alternative flight', 'which', 'I', 'London', 'I', 'BA’s call centre', 'they', 'a high degree', 'callousness', '95%', 'the half-hour call', 'me', 'hold', 'the phone', 'half an hour', 'no meaningful information', 'me', 'that point', 'no attempt', 'the call operator', 'me', 'the line', 'I', 'a solid phone signal', 'wifi', 'I', 'Terminal', 'Frankfurt Main airport', 'my phone number', 'my booking contact details', 'They', 'the end', 'I', 'my own return', 'London', 'a coach', 'Hanh airport', 'which', '5 hours', 'an expensive last minute ticket', 'Ryanair', 'Stansted', 'At least that flight', 'time', 'me', 'London', 'BA', 'a low cost carrier']","{'neg': 0.087, 'neu': 0.85, 'pos': 0.064, 'compound': -0.837}"
